Rank	Train Score	Test Score	Best Features
52	0.8619331541820625	0.8605834634957424	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__eVitals_26_Verbal', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_07_2207003   ', 'cat__eMedications_02_9923003', 'cat__eResponse_10_None/No Delay', 'cat__eHistory_17_8801015', 'cat__eHistory_17_8801015', 'cat__eArrest_12_No', 'cat__eResponse_24_Lights and Sirens', 'cat__eHistory_01_None Noted']
53	0.8620087336244542	0.8588955509648813	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__ePatient_13_Male', 'cat__eMedications_02_9923003', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_26_Verbal', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_05_911 Response (Scene)', 'cat__eResponse_12_Not Recorded', 'cat__eHistory_17_8801015', 'cat__eArrest_12_No', 'cat__eHistory_01_None Noted', 'cat__eHistory_01_None Noted']
54	0.862571380584481	0.8600040308358946	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__NasemsoRegion_              ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923003.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__Urbanicity_Urban     ', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_26_Verbal', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eArrest_12_No', 'cat__eResponse_12_None/No Delay', 'cat__eArrest_12_No', 'cat__eHistory_01_None Noted', 'cat__eDisposition_24_Not Recorded', 'cat__eHistory_01_None Noted']
55	0.8629324823647968	0.861490401572026	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eVitals_02_9923001', 'cat__ePatient_13_Female', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_02_9923001', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eArrest_12_No', 'cat__eResponse_12_Not Recorded', 'cat__eArrest_12_No', 'cat__eArrest_12_No', 'cat__eHistory_01_None Noted', 'cat__eHistory_17_8801015', 'cat__eDisposition_18_Not Recorded', 'cat__eDisposition_18_Not Recorded']
56	0.8634447430298958	0.8598780672141886	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923001.0', 'cat__eInjury_03_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__ePatient_14_2514011.0', 'cat__USCensusDivision_New England       ', 'cat__eVitals_02_9923001', 'cat__eMedications_02_9923003', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eVitals_26_Verbal', 'cat__eArrest_12_No', 'cat__eResponse_12_Not Recorded', 'cat__eHistory_01_None Noted', 'cat__eResponse_24_Lights and Sirens', 'cat__eResponse_24_Lights and Sirens', 'cat__eDisposition_18_Not Recorded', 'cat__eHistory_17_8801015']
57	0.8642845146120255	0.8615659797450497	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eOther_05_9923001.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__eVitals_02_9923001', 'cat__eResponse_11_None/No Delay', 'cat__ePatient_16_Years', 'cat__eMedications_02_9923003', 'cat__eHistory_17_8801015', 'cat__eResponse_10_None/No Delay', 'cat__eHistory_01_None Noted', 'cat__eResponse_12_Not Recorded', 'cat__eHistory_17_8801015', 'cat__eArrest_12_No', 'cat__eDisposition_24_Not Recorded', 'cat__eDisposition_18_Not Recorded', 'cat__eResponse_24_Lights and Sirens', 'cat__eDisposition_18_Not Recorded', 'cat__eArrest_04_Not Witnessed']
58	0.8630920389654014	0.859575754522094	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__NasemsoRegion_              ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923003.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eDisposition_24_Not Recorded', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_02_9923001', 'cat__eMedications_02_9923003', 'cat__eMedications_02_9923003', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eHistory_17_8801015', 'cat__eArrest_12_No', 'cat__eHistory_01_None Noted', 'cat__eHistory_01_None Noted', 'cat__eDisposition_24_Not Recorded', 'cat__eResponse_24_Lights and Sirens', 'cat__eArrest_04_Not Witnessed', 'cat__eArrest_04_Not Witnessed', 'cat__eDisposition_18_Not Recorded', 'cat__eArrest_04_Not Witnessed']
59	0.8628904937856903	0.8601551871819418	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eVitals_02_9923001', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_13_Female', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__ePatient_16_Years', 'cat__eResponse_11_None/No Delay', 'cat__eVitals_02_9923001', 'cat__eResponse_05_911 Response (Scene)', 'cat__eResponse_10_None/No Delay', 'cat__eDisposition_24_Not Recorded', 'cat__eArrest_12_No', 'cat__eHistory_01_None Noted', 'cat__eHistory_17_8801015', 'cat__eHistory_01_None Noted', 'cat__eResponse_05_911 Response (Scene)', 'cat__eResponse_12_Not Recorded', 'cat__eDisposition_18_Not Recorded', 'cat__eArrest_04_Not Witnessed', 'cat__eProcedures_02_9923003', 'cat__eArrest_03_Initiated Chest Compressions']
60	0.8637386630836412	0.8613392452259787	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923001.0', 'cat__eVitals_02_9923001', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eResponse_11_Not Recorded', 'cat__eMedications_02_9923003', 'cat__eVitals_30_Cincinnati', 'cat__eVitals_02_9923001', 'cat__eResponse_05_911 Response (Scene)', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eArrest_12_No', 'cat__eHistory_17_8801015', 'cat__eHistory_17_8801015', 'cat__eHistory_01_None Noted', 'cat__eDisposition_24_Not Recorded', 'cat__eDisposition_18_Not Recorded', 'cat__eResponse_24_Lights and Sirens', 'cat__eResponse_12_Not Recorded', 'cat__eResponse_24_Lights and Sirens', 'cat__eProcedures_08_9916001', 'cat__eProcedures_02_9923003']
61	0.8636882767887135	0.8615407870207085	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__NasemsoRegion_              ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eVitals_02_9923001', 'cat__eMedications_02_9923003', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_05_911 Response (Scene)', 'cat__eVitals_26_Verbal', 'cat__eArrest_12_No', 'cat__eHistory_01_None Noted', 'cat__eResponse_12_None/No Delay', 'cat__eHistory_17_8801015', 'cat__eDisposition_24_Not Recorded', 'cat__eDisposition_18_Not Recorded', 'cat__eDisposition_18_Not Recorded', 'cat__eArrest_04_Not Witnessed', 'cat__eProcedures_02_9923003', 'cat__eArrest_04_Not Witnessed', 'cat__ePatient_13_Not Applicable', 'cat__eMedications_07_9916001']
62	0.8630836412495801	0.8609865470852018	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_05_911 Response (Scene)', 'cat__eResponse_05_911 Response (Scene)', 'cat__eHistory_17_8801015', 'cat__eResponse_10_None/No Delay', 'cat__eArrest_12_No', 'cat__eResponse_12_Not Recorded', 'cat__eHistory_01_None Noted', 'cat__eHistory_01_None Noted', 'cat__eDisposition_24_Not Recorded', 'cat__eResponse_24_Lights and Sirens', 'cat__eDisposition_18_Not Recorded', 'cat__eArrest_04_Not Witnessed', 'cat__eArrest_04_Not Witnessed', 'cat__eProcedures_08_9916003', 'cat__eArrest_04_Not Witnessed', 'cat__eMedications_10_9905013   ', 'cat__eArrest_03_Initiated Chest Compressions']
63	0.8637638562311052	0.8607346198417897	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_Not Recorded', 'cat__eMedications_02_9923003', 'cat__eResponse_10_None/No Delay', 'cat__eVitals_02_9923001', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_05_911 Response (Scene)', 'cat__eVitals_26_Verbal', 'cat__eArrest_12_No', 'cat__eHistory_17_8801015', 'cat__eHistory_01_None Noted', 'cat__eHistory_01_None Noted', 'cat__eResponse_05_911 Response (Scene)', 'cat__eDisposition_24_Not Recorded', 'cat__eArrest_04_Not Witnessed', 'cat__eDisposition_18_Not Recorded', 'cat__eResponse_24_Not Recorded', 'cat__eDisposition_18_Not Recorded', 'cat__eMedications_07_9916001', 'cat__eProcedures_06_9923001', 'cat__eMedications_10_9905013   ', 'cat__eDisposition_20_Not Recorded']
